class,wavelength,r_rs_b_mean,r_rs_b_sd
alaria,652.5,0.010233949418930176,0.003425779991269065
alaria,654,0.009781929431707252,0.003389488987218957
alaria,655.5,0.009225878037767095,0.003134053836769513
alaria,657,0.00845679904031381,0.0028619057086620805
alaria,658.6,0.00772384625829913,0.0026666956754556816
alaria,660.1,0.006981590960827241,0.0024700969637860932
alaria,661.6,0.006499881026933617,0.002375668224071297
alaria,663.1,0.006104211907156838,0.0023950230923359527
alaria,664.6,0.005809334154396616,0.0023675588296428224
alaria,666.1,0.005770961880184418,0.0025824042153967434
alaria,667.6,0.006042985323318167,0.0029617480862723223
alaria,669.1,0.006481289953642656,0.003366852865875807
alaria,670.6,0.007120240209861371,0.004069471190383813
alaria,672.1,0.007935924308721684,0.0047400651517209074
alaria,673.6,0.008849439662274469,0.0056182864135788544
alaria,675.1,0.009844705235179734,0.006466057458657834
alaria,676.6,0.01088808615740397,0.007334097592887652
alaria,678.1,0.011955638903512021,0.008171625656544087
alaria,679.6,0.013078134376715244,0.00892493307683724
alaria,681.1,0.014134804586280192,0.009673144083791234
alaria,682.6,0.015073116137161818,0.010229708547444028
alaria,684.1,0.016113246028290455,0.010830469997671928
alaria,685.6,0.017571684641459206,0.01151195758015984
alaria,687.1,0.019871882960734222,0.012421307156414403
alaria,688.6,0.022029598462815596,0.01295897640301637
alaria,690.1,0.023765998927983603,0.012758172706993472
alaria,691.6,0.02546775334605486,0.01245783819772982
